Silicon initial state from step_1.traj

512 atoms
1 atom types

0.00000000 21.72400000 xlo xhi
0.00000000 21.72400000 ylo yhi
0.00000000 21.72400000 zlo zhi

Masses

1 28.08550000

Atoms # atomic

329 1 1.2219749999999999e+01 1.4935250000000000e+01 6.7887500000000003e+00
330 1 1.0862000000000000e+01 1.0862000000000000e+01 8.1464999999999996e+00
331 1 1.2219749999999999e+01 1.2219749999999999e+01 9.5042500000000008e+00
332 1 1.0862000000000000e+01 1.3577500000000001e+01 5.4310000000000000e+00
333 1 1.4935250000000000e+01 1.4935250000000000e+01 9.5042500000000008e+00
334 1 1.3577500000000001e+01 1.0862000000000000e+01 5.4310000000000000e+00
335 1 1.4935250000000000e+01 1.2219749999999999e+01 6.7887500000000003e+00
336 1 1.3577500000000001e+01 1.3577500000000001e+01 8.1464999999999996e+00
337 1 1.2219749999999999e+01 1.4935250000000000e+01 1.2219749999999999e+01
338 1 1.0862000000000000e+01 1.0862000000000000e+01 1.3577500000000001e+01
339 1 1.2219749999999999e+01 1.2219749999999999e+01 1.4935250000000000e+01
340 1 1.0862000000000000e+01 1.3577500000000001e+01 1.0862000000000000e+01
341 1 1.4935250000000000e+01 1.4935250000000000e+01 1.4935250000000000e+01
342 1 1.3577500000000001e+01 1.0862000000000000e+01 1.0862000000000000e+01
343 1 1.4935250000000000e+01 1.2219749999999999e+01 1.2219749999999999e+01
344 1 1.3577500000000001e+01 1.3577500000000001e+01 1.3577500000000001e+01
345 1 1.2219749999999999e+01 1.4935250000000000e+01 1.7650749999999999e+01
346 1 1.0862000000000000e+01 1.0862000000000000e+01 1.9008500000000002e+01
347 1 1.2219749999999999e+01 1.2219749999999999e+01 2.0366250000000001e+01
348 1 1.0862000000000000e+01 1.3577500000000001e+01 1.6292999999999999e+01
349 1 1.4935250000000000e+01 1.4935250000000000e+01 2.0366250000000001e+01
350 1 1.3577500000000001e+01 1.0862000000000000e+01 1.6292999999999999e+01
351 1 1.4935250000000000e+01 1.2219749999999999e+01 1.7650749999999999e+01
352 1 1.3577500000000001e+01 1.3577500000000001e+01 1.9008500000000002e+01
353 1 1.2219749999999999e+01 2.0366250000000001e+01 1.3577500000000000e+00
354 1 1.0862000000000000e+01 1.6292999999999999e+01 2.7155000000000000e+00
355 1 1.2219749999999999e+01 1.7650749999999999e+01 4.0732499999999998e+00
356 1 1.0862000000000000e+01 1.9008500000000002e+01 0.0000000000000000e+00
357 1 1.4935250000000000e+01 2.0366250000000001e+01 4.0732499999999998e+00
358 1 1.3577500000000001e+01 1.6292999999999999e+01 0.0000000000000000e+00
359 1 1.4935250000000000e+01 1.7650749999999999e+01 1.3577500000000000e+00
360 1 1.3577500000000001e+01 1.9008500000000002e+01 2.7155000000000000e+00
361 1 1.2219749999999999e+01 2.0366250000000001e+01 6.7887500000000003e+00
362 1 1.0862000000000000e+01 1.6292999999999999e+01 8.1464999999999996e+00
363 1 1.2219749999999999e+01 1.7650749999999999e+01 9.5042500000000008e+00
364 1 1.0862000000000000e+01 1.9008500000000002e+01 5.4310000000000000e+00
365 1 1.4935250000000000e+01 2.0366250000000001e+01 9.5042500000000008e+00
366 1 1.3577500000000001e+01 1.6292999999999999e+01 5.4310000000000000e+00
367 1 1.4935250000000000e+01 1.7650749999999999e+01 6.7887500000000003e+00
368 1 1.3577500000000001e+01 1.9008500000000002e+01 8.1464999999999996e+00
369 1 1.2219749999999999e+01 2.0366250000000001e+01 1.2219749999999999e+01
370 1 1.0862000000000000e+01 1.6292999999999999e+01 1.3577500000000001e+01
371 1 1.2219749999999999e+01 1.7650749999999999e+01 1.4935250000000000e+01
372 1 1.0862000000000000e+01 1.9008500000000002e+01 1.0862000000000000e+01
373 1 1.4935250000000000e+01 2.0366250000000001e+01 1.4935250000000000e+01
374 1 1.3577500000000001e+01 1.6292999999999999e+01 1.0862000000000000e+01
375 1 1.4935250000000000e+01 1.7650749999999999e+01 1.2219749999999999e+01
376 1 1.3577500000000001e+01 1.9008500000000002e+01 1.3577500000000001e+01
377 1 1.2219749999999999e+01 2.0366250000000001e+01 1.7650749999999999e+01
378 1 1.0862000000000000e+01 1.6292999999999999e+01 1.9008500000000002e+01
379 1 1.2219749999999999e+01 1.7650749999999999e+01 2.0366250000000001e+01
380 1 1.0862000000000000e+01 1.9008500000000002e+01 1.6292999999999999e+01
381 1 1.4935250000000000e+01 2.0366250000000001e+01 2.0366250000000001e+01
382 1 1.3577500000000001e+01 1.6292999999999999e+01 1.6292999999999999e+01
383 1 1.4935250000000000e+01 1.7650749999999999e+01 1.7650749999999999e+01
384 1 1.3577500000000001e+01 1.9008500000000002e+01 1.9008500000000002e+01
385 1 1.7650749999999999e+01 4.0732499999999998e+00 1.3577500000000000e+00
386 1 1.6292999999999999e+01 0.0000000000000000e+00 2.7155000000000000e+00
387 1 1.7650749999999999e+01 1.3577500000000000e+00 4.0732499999999998e+00
388 1 1.6292999999999999e+01 2.7155000000000000e+00 0.0000000000000000e+00
389 1 2.0366250000000001e+01 4.0732499999999998e+00 4.0732499999999998e+00
390 1 1.9008500000000002e+01 0.0000000000000000e+00 0.0000000000000000e+00
391 1 2.0366250000000001e+01 1.3577500000000000e+00 1.3577500000000000e+00
392 1 1.9008500000000002e+01 2.7155000000000000e+00 2.7155000000000000e+00
393 1 1.7650749999999999e+01 4.0732499999999998e+00 6.7887500000000003e+00
394 1 1.6292999999999999e+01 0.0000000000000000e+00 8.1464999999999996e+00
395 1 1.7650749999999999e+01 1.3577500000000000e+00 9.5042500000000008e+00
396 1 1.6292999999999999e+01 2.7155000000000000e+00 5.4310000000000000e+00
397 1 2.0366250000000001e+01 4.0732499999999998e+00 9.5042500000000008e+00
398 1 1.9008500000000002e+01 0.0000000000000000e+00 5.4310000000000000e+00
399 1 2.0366250000000001e+01 1.3577500000000000e+00 6.7887500000000003e+00
400 1 1.9008500000000002e+01 2.7155000000000000e+00 8.1464999999999996e+00
401 1 1.7650749999999999e+01 4.0732499999999998e+00 1.2219749999999999e+01
402 1 1.6292999999999999e+01 0.0000000000000000e+00 1.3577500000000001e+01
403 1 1.7650749999999999e+01 1.3577500000000000e+00 1.4935250000000000e+01
404 1 1.6292999999999999e+01 2.7155000000000000e+00 1.0862000000000000e+01
405 1 2.0366250000000001e+01 4.0732499999999998e+00 1.4935250000000000e+01
406 1 1.9008500000000002e+01 0.0000000000000000e+00 1.0862000000000000e+01
407 1 2.0366250000000001e+01 1.3577500000000000e+00 1.2219749999999999e+01
408 1 1.9008500000000002e+01 2.7155000000000000e+00 1.3577500000000001e+01
409 1 1.7650749999999999e+01 4.0732499999999998e+00 1.7650749999999999e+01
410 1 1.6292999999999999e+01 0.0000000000000000e+00 1.9008500000000002e+01
411 1 1.7650749999999999e+01 1.3577500000000000e+00 2.0366250000000001e+01
412 1 1.6292999999999999e+01 2.7155000000000000e+00 1.6292999999999999e+01
413 1 2.0366250000000001e+01 4.0732499999999998e+00 2.0366250000000001e+01
414 1 1.9008500000000002e+01 0.0000000000000000e+00 1.6292999999999999e+01
415 1 2.0366250000000001e+01 1.3577500000000000e+00 1.7650749999999999e+01
416 1 1.9008500000000002e+01 2.7155000000000000e+00 1.9008500000000002e+01
417 1 1.7650749999999999e+01 9.5042500000000008e+00 1.3577500000000000e+00
418 1 1.6292999999999999e+01 5.4310000000000000e+00 2.7155000000000000e+00
419 1 1.7650749999999999e+01 6.7887500000000003e+00 4.0732499999999998e+00
420 1 1.6292999999999999e+01 8.1464999999999996e+00 0.0000000000000000e+00
421 1 2.0366250000000001e+01 9.5042500000000008e+00 4.0732499999999998e+00
422 1 1.9008500000000002e+01 5.4310000000000000e+00 0.0000000000000000e+00
423 1 2.0366250000000001e+01 6.7887500000000003e+00 1.3577500000000000e+00
424 1 1.9008500000000002e+01 8.1464999999999996e+00 2.7155000000000000e+00
425 1 1.7650749999999999e+01 9.5042500000000008e+00 6.7887500000000003e+00
426 1 1.6292999999999999e+01 5.4310000000000000e+00 8.1464999999999996e+00
427 1 1.7650749999999999e+01 6.7887500000000003e+00 9.5042500000000008e+00
428 1 1.6292999999999999e+01 8.1464999999999996e+00 5.4310000000000000e+00
429 1 2.0366250000000001e+01 9.5042500000000008e+00 9.5042500000000008e+00
430 1 1.9008500000000002e+01 5.4310000000000000e+00 5.4310000000000000e+00
431 1 2.0366250000000001e+01 6.7887500000000003e+00 6.7887500000000003e+00
432 1 1.9008500000000002e+01 8.1464999999999996e+00 8.1464999999999996e+00
433 1 1.7650749999999999e+01 9.5042500000000008e+00 1.2219749999999999e+01
434 1 1.6292999999999999e+01 5.4310000000000000e+00 1.3577500000000001e+01
435 1 1.7650749999999999e+01 6.7887500000000003e+00 1.4935250000000000e+01
436 1 1.6292999999999999e+01 8.1464999999999996e+00 1.0862000000000000e+01
437 1 2.0366250000000001e+01 9.5042500000000008e+00 1.4935250000000000e+01
438 1 1.9008500000000002e+01 5.4310000000000000e+00 1.0862000000000000e+01
439 1 2.0366250000000001e+01 6.7887500000000003e+00 1.2219749999999999e+01
440 1 1.9008500000000002e+01 8.1464999999999996e+00 1.3577500000000001e+01
441 1 1.7650749999999999e+01 9.5042500000000008e+00 1.7650749999999999e+01
442 1 1.6292999999999999e+01 5.4310000000000000e+00 1.9008500000000002e+01
443 1 1.7650749999999999e+01 6.7887500000000003e+00 2.0366250000000001e+01
444 1 1.6292999999999999e+01 8.1464999999999996e+00 1.6292999999999999e+01
445 1 2.0366250000000001e+01 9.5042500000000008e+00 2.0366250000000001e+01
446 1 1.9008500000000002e+01 5.4310000000000000e+00 1.6292999999999999e+01
447 1 2.0366250000000001e+01 6.7887500000000003e+00 1.7650749999999999e+01
448 1 1.9008500000000002e+01 8.1464999999999996e+00 1.9008500000000002e+01
449 1 1.7650749999999999e+01 1.4935250000000000e+01 1.3577500000000000e+00
450 1 1.6292999999999999e+01 1.0862000000000000e+01 2.7155000000000000e+00
451 1 1.7650749999999999e+01 1.2219749999999999e+01 4.0732499999999998e+00
452 1 1.6292999999999999e+01 1.3577500000000001e+01 0.0000000000000000e+00
453 1 2.0366250000000001e+01 1.4935250000000000e+01 4.0732499999999998e+00
454 1 1.9008500000000002e+01 1.0862000000000000e+01 0.0000000000000000e+00
455 1 2.0366250000000001e+01 1.2219749999999999e+01 1.3577500000000000e+00
456 1 1.9008500000000002e+01 1.3577500000000001e+01 2.7155000000000000e+00
457 1 1.7650749999999999e+01 1.4935250000000000e+01 6.7887500000000003e+00
458 1 1.6292999999999999e+01 1.0862000000000000e+01 8.1464999999999996e+00
459 1 1.7650749999999999e+01 1.2219749999999999e+01 9.5042500000000008e+00
460 1 1.6292999999999999e+01 1.3577500000000001e+01 5.4310000000000000e+00
461 1 2.0366250000000001e+01 1.4935250000000000e+01 9.5042500000000008e+00
462 1 1.9008500000000002e+01 1.0862000000000000e+01 5.4310000000000000e+00
463 1 2.0366250000000001e+01 1.2219749999999999e+01 6.7887500000000003e+00
464 1 1.9008500000000002e+01 1.3577500000000001e+01 8.1464999999999996e+00
465 1 1.7650749999999999e+01 1.4935250000000000e+01 1.2219749999999999e+01
466 1 1.6292999999999999e+01 1.0862000000000000e+01 1.3577500000000001e+01
467 1 1.7650749999999999e+01 1.2219749999999999e+01 1.4935250000000000e+01
468 1 1.6292999999999999e+01 1.3577500000000001e+01 1.0862000000000000e+01
469 1 2.0366250000000001e+01 1.4935250000000000e+01 1.4935250000000000e+01
470 1 1.9008500000000002e+01 1.0862000000000000e+01 1.0862000000000000e+01
471 1 2.0366250000000001e+01 1.2219749999999999e+01 1.2219749999999999e+01
472 1 1.9008500000000002e+01 1.3577500000000001e+01 1.3577500000000001e+01
473 1 1.7650749999999999e+01 1.4935250000000000e+01 1.7650749999999999e+01
474 1 1.6292999999999999e+01 1.0862000000000000e+01 1.9008500000000002e+01
475 1 1.7650749999999999e+01 1.2219749999999999e+01 2.0366250000000001e+01
476 1 1.6292999999999999e+01 1.3577500000000001e+01 1.6292999999999999e+01
477 1 2.0366250000000001e+01 1.4935250000000000e+01 2.0366250000000001e+01
478 1 1.9008500000000002e+01 1.0862000000000000e+01 1.6292999999999999e+01
479 1 2.0366250000000001e+01 1.2219749999999999e+01 1.7650749999999999e+01
480 1 1.9008500000000002e+01 1.3577500000000001e+01 1.9008500000000002e+01
481 1 1.7650749999999999e+01 2.0366250000000001e+01 1.3577500000000000e+00
482 1 1.6292999999999999e+01 1.6292999999999999e+01 2.7155000000000000e+00
483 1 1.7650749999999999e+01 1.7650749999999999e+01 4.0732499999999998e+00
484 1 1.6292999999999999e+01 1.9008500000000002e+01 0.0000000000000000e+00
485 1 2.0366250000000001e+01 2.0366250000000001e+01 4.0732499999999998e+00
486 1 1.9008500000000002e+01 1.6292999999999999e+01 0.0000000000000000e+00
487 1 2.0366250000000001e+01 1.7650749999999999e+01 1.3577500000000000e+00
488 1 1.9008500000000002e+01 1.9008500000000002e+01 2.7155000000000000e+00
489 1 1.7650749999999999e+01 2.0366250000000001e+01 6.7887500000000003e+00
490 1 1.6292999999999999e+01 1.6292999999999999e+01 8.1464999999999996e+00
491 1 1.7650749999999999e+01 1.7650749999999999e+01 9.5042500000000008e+00
492 1 1.6292999999999999e+01 1.9008500000000002e+01 5.4310000000000000e+00
493 1 2.0366250000000001e+01 2.0366250000000001e+01 9.5042500000000008e+00
494 1 1.9008500000000002e+01 1.6292999999999999e+01 5.4310000000000000e+00
495 1 2.0366250000000001e+01 1.7650749999999999e+01 6.7887500000000003e+00
496 1 1.9008500000000002e+01 1.9008500000000002e+01 8.1464999999999996e+00
497 1 1.7650749999999999e+01 2.0366250000000001e+01 1.2219749999999999e+01
498 1 1.6292999999999999e+01 1.6292999999999999e+01 1.3577500000000001e+01
499 1 1.7650749999999999e+01 1.7650749999999999e+01 1.4935250000000000e+01
500 1 1.6292999999999999e+01 1.9008500000000002e+01 1.0862000000000000e+01
501 1 2.0366250000000001e+01 2.0366250000000001e+01 1.4935250000000000e+01
502 1 1.9008500000000002e+01 1.6292999999999999e+01 1.0862000000000000e+01
503 1 2.0366250000000001e+01 1.7650749999999999e+01 1.2219749999999999e+01
504 1 1.9008500000000002e+01 1.9008500000000002e+01 1.3577500000000001e+01
505 1 1.7650749999999999e+01 2.0366250000000001e+01 1.7650749999999999e+01
506 1 1.6292999999999999e+01 1.6292999999999999e+01 1.9008500000000002e+01
507 1 1.7650749999999999e+01 1.7650749999999999e+01 2.0366250000000001e+01
508 1 1.6292999999999999e+01 1.9008500000000002e+01 1.6292999999999999e+01
509 1 2.0366250000000001e+01 2.0366250000000001e+01 2.0366250000000001e+01
510 1 1.9008500000000002e+01 1.6292999999999999e+01 1.6292999999999999e+01
511 1 2.0366250000000001e+01 1.7650749999999999e+01 1.7650749999999999e+01
512 1 1.9008500000000002e+01 1.9008500000000002e+01 1.9008500000000002e+01

Velocities

1 -3.3241001349999999e-01 -8.4094782506999994e+00 -1.4791731395000001e+00
2 -9.4744027652000007e+00 -2.5275629635999999e+00 1.4167924908000000e+00
3 3.3039368649999998e+00 -1.0325707247000000e+00 -3.7966601726999998e+00
4 6.3212197339999998e-01 -2.8184540385000001e+00 -7.5945599899999994e-02
5 -2.2569071675000001e+00 -7.3456925049999999e-01 -2.6639412789999999e+00
6 1.6219959819999999e-01 1.5251322111000001e+00 -4.5625032944999999e+00
7 4.1653621900999998e+00 -1.9484811153999999e+00 2.9250026139999998e+00
8 -1.2811041629000000e+00 -1.3799277908000001e+00 -1.4635717621000000e+00
9 2.4573036383000000e+00 2.4031881548000000e+00 5.9222676029999999e-01
10 -8.7626063980000002e-01 3.9355246215999999e+00 7.9455478345000001e+00
11 -3.4658394548000002e+00 -7.3086074420000002e-01 1.4681849638000000e+00
12 1.5663994057999999e+00 -1.9144890098000000e+00 -1.5533728140000000e-01
13 2.3347681305000001e+00 1.7002364112999999e+00 -2.1176539161000001e+00
14 2.6267586773999998e+00 -3.6214251678000000e+00 -1.5634646490000001e-01
15 9.6029525090000001e-01 2.7394105021000001e+00 -1.7063105823000000e+00
16 -9.7973851000000001e-02 6.9773488330999998e+00 -1.8510145654000001e+00
17 4.0201962344000002e+00 -1.8386190801000000e+00 1.7086281470000000e+00
18 7.2091987599999996e-01 -1.8207400532000000e+00 7.7935772196000004e+00
19 7.6746118269999997e+00 2.7145099014000000e+00 -8.3946939180000002e-01
20 -1.0806908235999999e+00 -1.1744035624000000e+00 -9.1848345379999996e-01
21 -6.3933465130000000e-01 1.3377987763000001e+00 2.5269631149999999e-01
22 -1.3468694419999999e-01 -4.8550016900000000e-02 2.3512677793000001e+00
23 -2.8306432026000001e+00 -3.3544189180000000e-01 -6.4990857460000004e+00
24 1.2559339813999999e+00 5.5780160869999995e-01 9.0800971050000001e-01
25 -4.5549817305999998e+00 1.5602304574999999e+00 1.5238051957000001e+00
26 4.5889610087000001e+00 -3.6072238202000002e+00 1.1832623016999999e+00
27 -3.6049284391000000e+00 3.2124801144999999e+00 3.0960194871000000e+00
28 6.7931898320000004e+00 4.8142994480000001e-01 -7.4557273099999999e-01
29 2.7401703158999999e+00 6.0529890669999997e-01 3.6758044031999999e+00
30 -2.4022805075000000e+00 4.3455178058000001e+00 -1.9010548450000000e-01
31 -2.6546683514999998e+00 -1.1378566285000000e+00 1.5648085917000001e+00
32 -8.6484805340000004e-01 -1.5889860816000001e+00 8.5114169500000003e-02
33 -5.1102458510000004e-01 2.6770032837000000e+00 2.1559255374999999e+00
34 -8.3211707430000004e-01 -8.7092533910000003e-01 -3.8489582348000000e+00
35 1.7491118298999999e+00 6.1446084609999996e-01 3.6254160569999998e+00
36 -2.5967282489999999e-01 -5.0303558770000001e-01 -7.6061566280000004e-01
37 4.9372913767000002e+00 -4.6661644607000001e+00 1.3751877019000001e+00
38 -5.5079399200000001e-01 -2.3071768049999999e-01 1.2796640364000000e+00
39 -1.2432846752000000e+00 -3.1255667835000001e+00 -2.8363968102000001e+00
40 1.0749019920000000e-01 -1.4901530664000000e+00 -2.1684754752000002e+00
41 -2.0089575541000002e+00 -1.7026681668000001e+00 -2.7862612670000000e+00
42 1.1031118387000001e+00 3.0252983150000001e+00 -1.6293188942000001e+00
43 -1.6594626209000001e+00 -1.6088493591999999e+00 7.6402318560000004e-01
44 -2.6204582644999999e+00 -2.8591245102000000e+00 -3.2652919730000002e-01
45 -3.5425203355999999e+00 1.0732518360000001e+00 4.0961182859000003e+00
46 3.9654466229000001e+00 9.8117989360000002e-01 -2.9483254326999999e+00
47 -3.8436960882000002e+00 1.1711084093999999e+00 -4.4160728040999997e+00
48 3.6444301042000000e+00 -1.0255737375000000e+00 6.9964477199999997e-01
49 3.1081887521999998e+00 -2.9152806859000000e+00 1.1589488226000000e+00
50 1.7437358021000000e+00 -2.3092456685000000e+00 -1.3887738470000000e+00
51 1.8776834478000000e+00 4.9762232890000002e-01 2.3597504892000001e+00
52 -1.6984452990000001e-01 3.3187512190000001e-01 -2.8058774417999999e+00
53 1.3419443180999999e+00 -1.6621787428999999e+00 1.1049129876999999e+00
54 -2.2643262459999999e-01 -2.5335795433000001e+00 -8.2754864460000004e+00
55 -2.7094537039000000e+00 -3.0346052799999999e-02 -2.2836597345000000e+00
56 -3.0206910852000002e+00 9.2380463189999995e-01 -3.5199479343000002e+00
57 -1.9479182200000000e-02 2.8676534603000001e+00 -2.3543286817000002e+00
58 3.2923389597999999e+00 2.1575125549999999e-01 -4.2278521593000002e+00
59 -2.6984974236000001e+00 -1.5686037076999999e+00 5.5100852889999996e-01
60 4.4126464769000000e+00 2.0528514133000000e+00 3.2250515695000002e+00
61 1.1863725564000001e+00 9.1540926020000002e-01 5.6177861354000003e+00
62 -1.5326353279999999e-01 -2.0908093743000000e+00 -2.4306752196999999e+00
63 -3.2415214059999999e+00 1.6829637953000001e+00 5.8860727843999996e+00
64 3.9768340968999998e+00 9.5617981040000000e-01 -3.5509643195999998e+00
65 6.4487888189999998e-01 2.5690629387000001e+00 1.9804935202000000e+00
66 -4.9278026327999997e+00 -4.8624394370000001e-01 1.8327106760000000e-01
67 2.4565284943000001e+00 6.3636947983000001e+00 -5.2696662353999999e+00
68 2.9577145839000001e+00 -1.4508057133000001e+00 1.6386493324000000e+00
69 -2.0969740818000000e+00 2.5159742235999998e+00 2.9866065232999999e+00
70 -3.8431593479999998e-01 -3.9611843207000001e+00 -5.2892696220000002e-01
71 1.8678637258999999e+00 -3.5639947398000000e+00 9.6511265729999995e-01
72 -3.5995555993999999e+00 -2.2007860087000002e+00 4.0842843561000004e+00
73 -6.5961588526000003e+00 -1.6589840044999999e+00 -3.8977279463999999e+00
74 4.4505552749999999e-01 -4.0394998201999996e+00 2.6244005199999998e-01
75 -1.9786793942000001e+00 4.4927413160000000e+00 -4.0893002379999999e-01
76 -2.9761141699999999e-01 -3.1637417127999998e+00 4.4907629570000002e-01
77 -2.6351944291999998e+00 -3.2580814691000000e+00 4.2597461889000003e+00
78 7.2046037259999995e-01 -1.7990821318000001e+00 -1.2843559378000000e+00
79 -1.2054454668000001e+00 -9.4887316349999995e-01 -1.0524725703000000e+00
80 3.4140593282000000e+00 7.2447588115999997e+00 -3.1521386841000001e+00
81 -3.0687399832000000e+00 1.7990592500000000e+00 2.7342607479000001e+00
82 -3.6537640604999999e+00 1.6625797148999999e+00 -5.2370096410000002e+00
83 -1.2534290096000000e+00 5.7293090110000000e-01 -4.9605969084000003e+00
84 -3.8773775170999998e+00 -4.5227644108999998e+00 -1.2274856721000000e+00
85 1.4491467264000000e+00 -5.2049610550000003e-01 -3.2504077455000000e+00
86 1.0472254001000001e+00 -2.4538744423000001e+00 1.3159835843000001e+00
87 3.1183680981999999e+00 -1.9930314326000000e+00 -2.1116954135000001e+00
88 3.3985095380000002e-01 2.0293602735000000e+00 5.5233223340000004e-01
89 -3.8654224640000001e-01 4.1457692375999997e+00 2.7763459414999998e+00
90 2.8658844759000002e+00 2.3511300353000002e+00 -1.5111083480000000e+00
91 -1.1834828332000000e+00 -1.2820239615000000e+00 -1.8583169489000000e+00
92 -3.0345479134000000e+00 2.3804448376999998e+00 2.4979186009999998e+00
93 8.3647175009999997e-01 1.3721286442000000e+00 -1.0016721558999999e+00
94 2.2923699089999999e-01 -4.4642161745999998e+00 2.5515868907999999e+00
95 -3.4506004171000000e+00 -1.6795490180999999e+00 6.7507101810000003e-01
96 -2.1854732493000002e+00 -5.0678762964999997e+00 1.0928044196000000e+00
97 3.2094020716000000e+00 -1.7931494017000000e+00 1.5909774036000000e+00
98 -1.5075294591999999e+00 -2.2315892548999998e+00 -4.0735234007000001e+00
99 1.1887249960999999e+00 2.3019379600000001e+00 5.5675668836999996e+00
100 -6.5066204793000004e+00 2.9252944168999999e+00 1.4801268766000000e+00
101 1.8160971481999999e+00 -2.4112623240000000e-01 -1.4242152987000001e+00
102 1.8164579677999999e+00 2.4251569179999999e-01 5.6062681360999997e+00
103 -2.6556167872000001e+00 3.0062791894999998e+00 -2.2338672550999998e+00
104 3.8197832742000002e+00 1.6279198908000001e+00 2.1593404528000000e+00
105 2.4367888299999998e+00 2.4842967597999999e+00 2.7314415376999999e+00
106 1.3750856371000000e+00 1.9905509816000000e+00 1.7229644407000000e+00
107 1.2241405610000000e-01 -1.2513728413000000e+00 6.4011964649999997e-01
108 -3.1150925896000001e+00 2.9741745622000000e+00 3.4740506058000000e+00
109 -6.5175586404999999e+00 2.7417631588000000e+00 2.1088123495000000e+00
110 3.9143594420000000e-01 3.7893827959999998e-01 -4.8899400970000001e-01
111 1.6845281905000000e+00 -8.5200543740000001e-01 3.0192207653000001e+00
112 8.1395479829999995e-01 -2.3170085550000001e+00 -2.7348872279999997e-01
113 -2.5941943039999998e-01 1.4871153459999999e+00 -3.4353658567999998e+00
114 1.5945149464999999e+00 3.2363929511000000e+00 6.5697772357000002e+00
115 -3.2497694236000001e+00 2.2674589510000001e+00 -1.7830639131999999e+00
116 4.8768988734000001e+00 4.9083200960000001e-01 -3.5654544230000002e-01
117 2.7613361163999999e+00 -1.7613855245000001e+00 2.1994804310000000e+00
118 2.0825617097000002e+00 -5.9610387339999997e+00 4.2166950349999999e-01
119 -4.6987990194000000e+00 2.4366511469999999e-01 -3.0523136480000002e-01
120 2.8070994592999998e+00 -1.2158115288000000e+00 -3.6246494824000002e+00
121 -9.2243553909999998e-01 2.2156585414999999e+00 -5.5889292149000003e+00
122 -2.3464983255999998e+00 4.3712972252000002e+00 -3.5712258634000000e+00
123 -1.2702876896999999e+00 1.3306064060000000e-01 8.1030213279999996e-01
124 -1.6003558119000001e+00 4.6906370199999999e-02 2.9495806140999998e+00
125 -7.9318350930000003e-01 -2.4712958929000002e+00 -1.9835728083999999e+00
126 1.7553629807000000e+00 -2.8169127269000001e+00 3.1784884089999998e+00
127 -5.0171245703000000e+00 3.3981189369999998e-01 -3.5558569763999999e+00
128 -9.5871201360000002e-01 4.6334421192999997e+00 1.9687386818999999e+00
129 -2.1169164344000002e+00 -4.4450618499999997e-02 6.4805306505000004e+00
130 -1.6331288210000000e-01 -6.5931543339999998e-01 -5.5293149259999996e+00
131 -5.7591759402999996e+00 3.9035778504000000e+00 1.7827660206000000e+00
132 4.5795335250000002e-01 -2.0603195217999999e+00 -2.4462544424999999e+00
133 -1.8407667520000001e-01 -7.8272351689999997e-01 -9.1181556230000005e-01
134 7.4211903430000004e-01 -3.3955041271000002e+00 9.2095976759999998e-01
135 -3.4523119866999998e+00 8.9761972260000000e-01 -1.3851696807000000e+00
136 3.1995505534999999e+00 -1.5536052010000001e-01 -2.4601069376000000e+00
137 3.8657304344000001e+00 -8.8067758080000003e-01 2.5649299823999998e+00
138 -5.1347712530000000e-01 -4.5769657299000004e+00 1.4493217311000000e+00
139 3.7129773968999999e+00 9.8440986890000004e-01 1.5353820681000001e+00
140 2.1069088205000002e+00 4.7918022249999997e-01 -1.1365949868000000e+00
141 1.9633963914999999e+00 1.2127770713999999e+00 1.1379690727000000e+00
142 7.3895799499999998e-02 -3.1476709992999998e+00 4.4600467934000001e+00
143 4.0253608188000003e+00 2.3548690401000001e+00 1.1420017117000001e+00
144 3.5387503222999999e+00 2.0226450240000000e+00 -4.6501262610999996e+00
145 3.3844126001000001e+00 -1.9860432079000001e+00 5.1116546098000004e+00
146 1.1586314699999999e-02 1.9892685565999999e+00 -3.1758788895999999e+00
147 2.5522616107000000e+00 -1.9158151988000001e+00 -6.7858511680000000e-01
148 -3.5548992270000002e-01 -2.5412193118999999e+00 7.4894245250000002e-01
149 -2.6317529687999999e+00 1.5657319457000001e+00 1.3388271860000001e-01
150 2.4093319849000001e+00 -2.9331052316999999e+00 8.6267007100000001e-02
151 -8.0126583610000002e-01 1.7896141397000001e+00 1.6646300911000000e+00
152 3.5788667306000002e+00 -1.7419900469000000e+00 -1.8474761199000000e+00
153 -6.4780813183000001e+00 -2.9733155831999998e+00 -8.4486293130000001e-01
154 -3.9663486844000002e+00 6.2811528439000002e+00 -3.0174261160000002e+00
155 -4.1322905027000001e+00 1.0615296177000000e+00 -6.6288810269999998e-01
156 -5.5293509306999997e+00 -3.0926895185999999e+00 3.6967149068000000e+00
157 4.7739026754999996e+00 -3.2550323310999998e+00 -1.0907625280000000e-01
158 -1.8349965847000000e+00 -1.0503845719000000e+00 1.0383626420000000e-01
159 3.9863509289999999e+00 5.0215923220000003e-01 3.8477370859000000e+00
160 -2.8588195220000001e-01 5.2003476323999998e+00 -2.0029711495000000e+00
161 2.4497088675000001e+00 2.1179488095000001e+00 -5.6879508040000004e-01
162 6.2968601347000002e+00 1.1771383539000000e+00 2.7568541576999999e+00
163 5.5178627140000003e-01 -8.4466831929999997e-01 -1.9992223222000001e+00
164 -1.2813297022000001e+00 1.8780172876000001e+00 1.8729096785999999e+00
165 -1.8735862609000000e+00 -2.3816558027000001e+00 -1.2490424383000001e+00
